Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SL,SL2,10k,s-rnn,100,False,1,Test2,1.0,1.0,1.0
SL,SL2,10k,s-rnn,100,True,1,Test1,0.9998000264167786,0.9998000264167786,0.9998000264167786
SL,SL2,10k,s-rnn,100,True,1,Test2,0.9990000128746033,0.9990000128746033,0.9990000128746033
SL,SL2,10k,s-rnn,100,False,2,Test1,0.9998999834060669,0.9998999834060669,0.9998999834060669
SL,SL2,10k,s-rnn,100,False,2,Test2,1.0,1.0,1.0
SL,SL2,10k,s-rnn,100,True,2,Test1,0.9998000264167786,0.9998000264167786,0.9998000264167786
SL,SL2,10k,s-rnn,100,True,2,Test2,0.9995999932289124,0.9995999932289124,0.9995999932289124
SL,SL2,100k,lstm,10,False,1,Test1,1.0,1.0,1.0
SL,SL2,100k,lstm,10,False,1,Test2,1.0,1.0,1.0
SL,SL2,100k,lstm,10,True,1,Test1,0.9999799728393555,0.9999799728393555,0.9999799728393555
SL,SL2,100k,lstm,10,True,1,Test2,0.9999399781227112,0.9999399781227112,0.9999399781227112
SL,SL2,100k,lstm,30,False,1,Test1,1.0,1.0,1.0
SL,SL2,100k,lstm,30,False,1,Test2,1.0,1.0,1.0
SL,SL2,100k,lstm,30,True,1,Test1,1.0,1.0,1.0
SL,SL2,100k,lstm,30,True,1,Test2,1.0,1.0,1.0
SL,SL2,100k,lstm,100,False,1,Test1,1.0,1.0,1.0
SL,SL2,100k,lstm,100,False,1,Test2,1.0,1.0,1.0
SL,SL2,100k,lstm,100,True,1,Test1,1.0,1.0,1.0
SL,SL2,100k,lstm,100,True,1,Test2,1.0,1.0,1.0
SL,SL2,100k,s-rnn,10,False,1,Test1,0.9999799728393555,0.9999799728393555,0.9999799728393555
SL,SL2,100k,s-rnn,10,False,1,Test2,0.9997299909591675,0.9997299909591675,0.9997299909591675
SL,SL2,100k,s-rnn,10,True,1,Test1,0.9875800013542175,0.9875800013542175,0.9875800013542175
SL,SL2,100k,s-rnn,10,True,1,Test2,0.9789299964904785,0.9789299964904785,0.9789299964904785
