Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SP,SP8,1k,lstm,10,False,1,Test1,0.878000020980835,0.878000020980835,0.878000020980835
SP,SP8,1k,lstm,10,False,1,Test2,0.5419999957084656,0.5419999957084656,0.5419999957084656
SP,SP8,1k,lstm,10,True,1,Test1,0.8989999890327454,0.8989999890327454,0.8989999890327454
SP,SP8,1k,lstm,10,True,1,Test2,0.5580000281333923,0.5580000281333923,0.5580000281333923
SP,SP8,1k,lstm,10,False,2,Test1,0.8790000081062317,0.8790000081062317,0.8790000081062317
SP,SP8,1k,lstm,10,False,2,Test2,0.5419999957084656,0.5419999957084656,0.5419999957084656
SP,SP8,1k,lstm,10,True,2,Test1,0.8669999837875366,0.8669999837875366,0.8669999837875366
SP,SP8,1k,lstm,10,True,2,Test2,0.5479999780654907,0.5479999780654907,0.5479999780654907
SP,SP8,1k,lstm,10,False,3,Test1,0.890999972820282,0.890999972820282,0.890999972820282
SP,SP8,1k,lstm,10,False,3,Test2,0.5429999828338623,0.5429999828338623,0.5429999828338623
SP,SP8,1k,lstm,10,True,3,Test1,0.8700000047683716,0.8700000047683716,0.8700000047683716
SP,SP8,1k,lstm,10,True,3,Test2,0.5220000147819519,0.5220000147819519,0.5220000147819519
SP,SP8,1k,lstm,30,False,1,Test1,0.8989999890327454,0.8989999890327454,0.8989999890327454
SP,SP8,1k,lstm,30,False,1,Test2,0.5120000243186951,0.5120000243186951,0.5120000243186951
SP,SP8,1k,lstm,30,True,1,Test1,0.8899999856948853,0.8899999856948853,0.8899999856948853
SP,SP8,1k,lstm,30,True,1,Test2,0.5199999809265137,0.5199999809265137,0.5199999809265137
SP,SP8,1k,lstm,30,False,2,Test1,0.8859999775886536,0.8859999775886536,0.8859999775886536
SP,SP8,1k,lstm,30,False,2,Test2,0.5370000004768372,0.5370000004768372,0.5370000004768372
SP,SP8,1k,lstm,30,True,2,Test1,0.8659999966621399,0.8659999966621399,0.8659999966621399
SP,SP8,1k,lstm,30,True,2,Test2,0.5040000081062317,0.5040000081062317,0.5040000081062317
SP,SP8,1k,lstm,30,False,3,Test1,0.9010000228881836,0.9010000228881836,0.9010000228881836
SP,SP8,1k,lstm,30,False,3,Test2,0.5299999713897705,0.5299999713897705,0.5299999713897705
SP,SP8,1k,lstm,30,True,3,Test1,0.8980000019073486,0.8980000019073486,0.8980000019073486
SP,SP8,1k,lstm,30,True,3,Test2,0.5220000147819519,0.5220000147819519,0.5220000147819519
SP,SP8,1k,lstm,100,False,1,Test1,0.8920000195503235,0.8920000195503235,0.8920000195503235
SP,SP8,1k,lstm,100,False,1,Test2,0.5339999794960022,0.5339999794960022,0.5339999794960022
SP,SP8,1k,lstm,100,True,1,Test1,0.8600000143051147,0.8600000143051147,0.8600000143051147
SP,SP8,1k,lstm,100,True,1,Test2,0.5009999871253967,0.5009999871253967,0.5009999871253967
SP,SP8,1k,lstm,100,False,2,Test1,0.8939999938011169,0.8939999938011169,0.8939999938011169
SP,SP8,1k,lstm,100,False,2,Test2,0.5239999890327454,0.5239999890327454,0.5239999890327454
SP,SP8,1k,lstm,100,True,2,Test1,0.9049999713897705,0.9049999713897705,0.9049999713897705
SP,SP8,1k,lstm,100,True,2,Test2,0.5090000033378601,0.5090000033378601,0.5090000033378601
SP,SP8,1k,lstm,100,False,3,Test1,0.8849999904632568,0.8849999904632568,0.8849999904632568
SP,SP8,1k,lstm,100,False,3,Test2,0.5099999904632568,0.5099999904632568,0.5099999904632568
SP,SP8,1k,lstm,100,True,3,Test1,0.9070000052452087,0.9070000052452087,0.9070000052452087
SP,SP8,1k,lstm,100,True,3,Test2,0.5220000147819519,0.5220000147819519,0.5220000147819519
SP,SP8,1k,s-rnn,10,False,1,Test1,0.7879999876022339,0.7879999876022339,0.7879999876022339
SP,SP8,1k,s-rnn,10,False,1,Test2,0.49799999594688416,0.49799999594688416,0.49799999594688416
